clusterID	value
0	-0.15
1	-0.53
2	0.36
3	-0.37
4	-0.7
5	-0.03
6	-0.66
7	-0.49
8	-0.36
9	-0.3
10	0.12
11	0.24
12	-0.59
13	-0.26
14	-0.34
15	0.01
16	-0.78
17	-0.84
18	-0.59
19	-0.12
20	0.38
21	0.47
22	-0.27
23	0.3
24	-0.33
25	0.25
26	-0.01
27	0.1
28	0.35
29	0.36
30	0.29
31	0.92
32	0.08
33	0.4
34	-0.09
35	-0.57
36	-0.35
37	-0.84
38	-0.95
39	-0.32
40	-0.74
41	-1.15
42	-1.0
43	-1.01
44	-0.82
45	-0.81
46	-0.76
47	-0.77
48	-0.18
49	0.42
50	0.66
51	0.84
52	0.24
53	1.07
54	0.76
55	0.11
56	-0.05
57	-0.58
58	-1.06
59	-1.14
60	-1.5
61	-1.57
62	-1.11
63	-1.51
64	-1.62
65	-0.87
66	-0.2
67	0.04
68	0.08
69	0.17
70	-0.09
71	0.7
72	0.69
73	-0.05
74	0.06
75	-0.12
76	-0.49
77	0.34
78	0.36
79	-0.51
80	-0.08
81	-0.19
82	-0.12
83	-0.3
84	-0.4
85	-0.07
86	0.16
87	0.12
88	0.11
89	0.06
90	0.1
91	0.62
92	1.09
93	0.97
94	1.13
95	1.24
96	0.23
97	0.2
98	0.23
99	0.35
100	-0.24
101	-0.03
102	-0.19
103	0.26
104	0.58
105	0.25
106	-0.05
107	-0.38
108	-0.63
109	-0.75
110	-0.36
111	-0.37
112	-0.49
113	-0.94
114	-0.88
115	-0.59
116	-0.89
117	-1.4
118	-1.65
119	-1.17
120	-0.47
121	-0.4
122	-0.96
123	-0.38
124	0.37
125	0.53
126	-0.21
127	-0.25
128	-1.49
129	-1.44
130	-1.34
131	-1.68
132	-1.11
133	-0.81
134	-1.16
135	-1.29
136	-0.67
137	-0.66
138	-1.14
139	-1.64
140	-1.2
141	-0.7
142	-0.51
143	-0.26
144	-0.11
145	0.16
146	-0.1
147	-0.74
148	-0.56
149	-0.62
150	-1.15
151	-1.12
152	-1.33
153	-1.33
154	-0.92
155	-1.21
156	-1.89
157	-2.04
158	-1.18
159	-1.03
160	-1.04
161	-1.06
162	-1.01
163	-1.12
164	-0.29
165	-0.54
166	-0.34
167	-0.42
168	-0.22
169	0.31
170	0.56
171	-0.6
172	-0.43
173	-0.22
174	-0.83
175	-0.03
176	-0.47
177	-0.74
178	-0.59
179	0.25
180	0.33
181	0.36
182	-0.23
183	0.5
184	0.56
185	1.15
186	0.54
187	0.1
188	0.26
189	0.91
190	-0.03
191	-0.15
192	-0.76
193	-0.67
194	-0.75
195	-0.72
196	-1.49
197	-1.17
198	-0.39
199	-0.58
200	-0.44
201	-0.24
202	-0.69
203	-0.41
204	-0.29
205	-1.04
206	-0.76
207	-1.27
208	-1.64
209	-1.34
210	-1.81
211	-2.13
212	-2.16
213	-2.23
214	-1.39
215	-1.66
216	-1.98
217	-1.37
218	-0.66
219	-0.42
220	0.36
221	0.54
222	0.57
223	-0.26
224	-0.18
225	0.42
226	0.96
227	0.55
228	0.55
229	1.2
230	0.54
231	0.2
232	-0.34
233	-0.78
234	-0.88
235	-0.49
236	-0.63
237	-0.6
238	0.2
239	0.39
240	-0.0
241	0.92
242	0.49
243	0.27
244	0.2
245	-0.31
246	-0.72
247	-0.41
248	-0.71
249	-0.6
250	-0.56
251	-0.84
252	-0.4
253	-0.14
254	-0.1
255	0.09
256	-0.63
257	-0.72
258	0.32
259	-0.8
260	-0.86
261	-0.34
262	-0.18
263	0.05
264	-0.14
265	-0.04
266	-0.44
267	-0.74
268	-0.47
269	-0.17
270	0.14
271	-0.06
272	0.04
273	-0.01
274	0.16
275	0.27
276	-0.53
277	-0.23
278	0.14
279	0.65
280	1.19
281	0.35
282	-0.32
283	-0.34
284	-0.85
285	-1.05
286	-0.87
287	-0.65
288	0.18
289	0.38
290	0.58
291	0.69
292	0.38
293	0.29
294	-0.16
295	-0.38
296	-0.6
297	-0.7
298	-0.86
299	-0.93
300	-1.51
301	-0.9
302	-0.46
303	0.36
304	0.16
305	-0.04
306	-0.41
307	-0.55
308	-1.05
309	-1.51
310	-1.56
311	-1.16
312	-0.47
313	-0.56
314	0.25
315	1.01
316	0.71
317	0.56
318	0.47
319	0.96
320	0.34
321	0.05
322	-0.4
323	-0.27
324	-0.68
325	-0.16
326	-0.64
327	-0.45
328	-0.58
329	-0.93
330	-1.39
331	-0.99
332	-0.95
333	-0.35
334	-0.7
335	-0.75
336	-0.94
337	-1.51
338	-1.84
339	-1.75
340	-2.24
341	-2.23
342	-1.16
343	-0.57
344	0.31
345	0.6
346	0.49
347	0.65
348	0.8
349	0.3
350	-0.32
351	-0.44
352	-0.49
353	0.31
354	-0.39
355	0.18
356	-0.0
357	-0.05
358	-0.84
359	-0.46
360	-0.6
361	-0.47
362	-0.4
363	0.24
364	0.75
365	0.97
366	0.93
367	0.42
368	0.48
369	0.46
370	0.31
371	-0.64
372	-0.72
373	-0.95
374	-0.92
375	-0.72
376	-1.44
377	-1.08
378	-1.11
379	-1.04
380	-1.04
381	-1.22
382	-1.35
383	-1.31
384	-1.42
385	-0.55
386	-0.76
387	-1.62
388	-0.93
389	-0.86
390	-0.1
391	-0.54
392	-1.16
393	-0.98
394	-1.24
395	-1.91
396	-0.85
397	-1.3
398	-0.67
399	-0.15
400	0.1
401	0.18
402	0.2
403	-0.54
404	-1.02
405	-1.83
406	-2.22
407	-2.72
408	-2.66
409	-2.66
410	-2.48
411	-2.11
412	-1.41
413	-0.07
414	0.12
415	-0.25
416	-0.01
417	-0.16
418	-0.45
419	-0.46
420	-0.2
421	-0.21
422	-0.14
423	0.33
424	-0.25
425	0.39
426	0.13
427	-0.17
428	0.57
429	0.49
430	0.03
431	-0.19
432	-0.65
433	-0.54
434	-0.21
435	-0.47
436	-1.04
437	-0.35
438	-0.73
439	-0.75
440	-0.51
441	-0.24
442	-0.54
443	-0.67
444	-1.35
445	-0.43
446	-0.29
447	-0.4
448	-1.04
449	-0.81
450	-0.41
451	-0.22
452	-1.14
453	-1.39
454	-1.11
455	-0.94
456	-1.8
457	-1.83
458	-1.69
459	-1.17
460	-0.56
461	0.22
462	-0.33
463	-0.46
464	-0.54
465	-0.33
466	-1.15
467	-1.18
468	-1.58
469	-1.92
470	-1.83
471	-1.18
472	-1.02
473	-0.74
474	-0.83
475	-0.15
476	-0.2
477	0.42
478	-0.1
479	-0.51
480	0.53
481	0.12
482	0.09
483	0.59
484	-0.07
485	0.35
486	0.7
487	0.44
488	0.37
489	0.46
490	0.59
491	0.48
492	-0.02
493	-0.23
494	-0.07
495	0.86
496	0.13
497	0.5
498	-0.54
499	-0.79
500	-0.58
501	-0.06
502	-0.06
503	0.05
504	0.37
505	0.98
506	0.6
507	0.32
508	0.63
509	0.47
510	-0.04
511	-0.36
512	-0.22
513	0.09
514	0.03
515	-0.4
516	-1.09
517	-0.59
518	-0.23
519	-0.8
520	-0.89
521	-0.7
522	-0.9
523	-0.77
524	-0.69
525	-0.66
526	-0.05
527	-0.1
528	-0.15
529	-0.37
530	-0.15
531	-0.54
532	-0.88
533	-1.29
534	-1.64
535	-1.4
536	-1.55
537	-1.88
538	-2.04
539	-1.05
540	0.1
541	-0.4
542	-0.61
543	-0.88
544	-1.41
545	-1.68
546	-1.74
547	-1.09
548	-0.5
549	0.22
550	0.77
551	0.52
552	0.52
553	0.66
554	0.2
555	0.34
556	-0.06
557	-0.43
558	0.5
559	0.53
560	0.59
561	0.15
562	0.13
563	0.46
564	-0.46
565	-0.74
566	-0.6
567	-0.78
568	-0.89
569	-0.99
570	-1.34
571	-1.38
572	-1.41
573	-1.0
574	-0.41
575	-0.42
576	-0.64
577	-0.27
578	-0.34
579	-0.51
580	-1.21
581	-1.85
582	-2.14
583	-1.29
584	-1.41
585	-1.09
586	-0.72
587	-0.95
588	-0.75
589	0.18
590	-0.3
591	0.0
592	0.3
593	0.76
594	0.86
595	0.42
596	-0.05
597	0.2
598	0.33
599	0.21
600	0.33
601	0.29
602	0.26
603	0.93
604	1.66
605	0.81
606	0.8
607	1.14
608	0.31
609	0.51
610	-0.21
611	-0.68
612	-0.05
613	-0.98
614	-0.72
615	-0.94
616	-0.59
617	0.45
618	0.18
619	0.04
620	0.11
621	-0.56
622	0.08
623	0.47
624	-0.17
625	0.09
626	-0.47
627	-0.36
628	0.3
629	-0.24
630	-0.45
631	-0.61
632	-0.5
633	-0.01
634	-0.31
635	-0.3
636	-0.18
637	-0.19
638	-0.22
639	-0.32
640	0.12
641	-1.1
642	-1.54
643	-1.33
644	-1.35
645	-0.9
646	-0.38
647	-0.86
648	-0.29
649	0.25
650	-0.37
651	0.05
652	-0.04
653	0.57
654	0.46
655	0.02
656	0.28
657	0.46
658	0.46
659	0.42
660	0.27
661	1.11
662	0.9
663	0.71
664	0.65
665	0.76
666	0.27
667	-0.24
668	-0.96
669	-1.18
670	-1.08
671	-0.97
672	-0.29
673	-0.64
674	-0.49
675	-0.19
676	0.12
677	0.44
678	0.86
679	0.56
680	0.52
681	0.39
682	0.15
683	0.51
684	1.19
685	0.82
686	0.3
687	0.38
688	0.5
689	0.95
690	0.72
691	0.09
692	0.3
693	0.66
694	0.43
695	0.39
696	-0.49
697	-1.05
698	-0.75
699	-1.54
700	-1.64
701	-0.72
702	-0.81
703	-0.58
704	-0.55
705	-1.07
706	-0.64
707	-0.41
708	-0.87
709	-0.85
710	-0.96
711	-0.7
712	-0.38
713	0.16
714	0.01
715	0.85
716	1.23
717	1.28
718	1.32
719	0.84
720	0.46
721	0.69
722	0.2
723	-0.38
724	-1.15
725	-0.44
726	-0.56
727	-0.08
728	-0.83
729	-0.92
730	-0.71
731	-0.61
732	-0.86
733	-0.54
734	-0.69
735	0.01
736	0.02
737	0.27
738	0.3
739	-0.2
740	-0.81
741	-1.39
742	-2.02
743	-1.89
744	-2.54
745	-1.93
746	-1.58
747	-1.37
748	-1.2
749	-1.07
750	-0.85
751	-0.37
752	-0.65
753	-0.41
754	0.1
755	-0.02
756	-0.22
757	-0.92
758	-1.79
759	-1.9
760	-1.71
761	-1.71
762	-1.59
763	-1.66
764	-1.68
765	-0.63
766	-1.02
767	-1.39
768	-1.25
769	-0.64
770	0.1
771	0.95
772	0.06
773	0.01
774	0.17
775	0.1
776	-0.22
777	-0.72
778	-1.23
779	-0.14
780	-0.21
781	0.34
782	0.42
783	0.05
784	0.25
785	0.12
786	-0.27
787	0.1
788	-0.59
789	-0.53
790	-0.54
791	-0.86
792	-0.9
793	-0.97
794	-1.51
795	-1.38
796	-1.07
797	-1.81
798	-2.49
799	-2.39
800	-2.42
801	-2.04
802	-1.53
803	-1.69
804	-1.69
805	-0.56
806	-0.0
807	-0.12
808	-0.52
809	-0.65
810	-0.51
811	-0.19
812	-0.62
813	-0.19
814	-0.0
815	-0.28
816	0.18
817	-0.22
818	-0.65
819	-0.94
820	-1.63
821	-1.91
822	-1.25
823	-1.91
824	-1.46
825	-1.29
826	-0.88
827	-0.42
828	-0.28
829	-0.88
830	-1.34
831	-1.26
832	-0.77
833	-0.96
834	-1.56
835	-1.61
836	-1.65
837	-1.4
838	-0.92
839	-0.91
840	-0.65
841	-1.23
842	-0.74
843	-0.74
844	-0.76
845	-0.77
846	-0.24
847	-0.18
848	0.26
849	-0.29
850	-0.22
851	-0.35
852	-0.31
853	-0.83
854	-0.83
855	-1.46
856	-1.72
857	-1.7
858	-0.9
859	-0.13
860	0.32
861	0.16
862	0.18
863	0.68
864	0.74
865	-0.22
866	-0.74
867	-1.37
868	-1.58
869	-1.67
870	-2.36
871	-1.55
872	-1.07
873	-0.95
874	-1.33
875	-1.4
876	-1.51
877	-1.54
878	-2.34
879	-2.18
880	-2.25
881	-2.11
882	1.48
883	0.48
884	0.2
885	0.01
886	0.32
887	0.21
888	0.22
889	0.81
890	1.05
891	0.13
892	-0.23
893	-0.08
894	-0.17
895	-0.77
896	-1.75
897	-1.08
898	-0.36
899	-0.5
900	-0.28
901	0.39
902	0.51
903	0.75
904	-0.02
905	-0.38
906	0.32
907	0.12
908	-0.16
909	-0.3
910	0.32
911	0.52
912	0.61
913	-0.22
914	-0.02
915	0.25
916	-0.08
917	-0.59
918	-1.06
919	-1.19
920	-1.22
921	-1.41
922	-1.5
923	-0.65
924	-1.14
925	-1.05
926	-1.51
927	-1.23
928	-0.93
929	-0.17
930	0.02
931	-0.17
932	0.08
933	-0.19
934	-0.56
935	-0.21
936	-0.21
937	-0.84
938	-0.0
939	-0.14
940	0.59
941	1.55
942	1.68
943	0.92
944	0.72
945	0.53
946	1.18
947	0.59
948	0.16
949	-0.16
950	0.36
951	0.07
952	-0.32
953	-0.85
954	-0.84
955	-0.27
956	-0.81
957	-0.85
958	-1.12
959	-0.6
960	0.2
961	-0.21
962	-0.33
963	0.35
964	-0.04
965	-0.21
966	-0.4
967	-1.34
968	-1.01
969	-0.58
970	-1.2
971	-1.22
972	-1.02
973	-1.24
974	-0.39
975	-0.73
976	0.23
977	0.07
978	0.05
979	0.56
980	-0.18
981	-0.64
982	-0.58
983	-1.06
984	-0.78
985	-1.05
986	-1.2
987	-0.62
988	0.14
989	-0.07
990	-0.51
991	-0.09
992	0.61
993	0.34
994	-0.47
995	-1.11
996	-1.09
997	-0.46
998	-0.03
999	-0.49
1000	0.43
1001	0.29
1002	0.56
1003	1.13
1004	1.14
1005	0.51
1006	0.05
1007	-0.5
1008	-0.08
1009	-0.0
1010	-0.84
1011	-1.16
1012	-0.94
1013	-1.17
1014	-1.3
1015	-1.9
1016	-0.7
1017	-0.55
1018	-0.7
1019	-0.96
1020	-1.03
1021	-0.73
1022	-1.29
1023	-0.52
1024	0.18
1025	0.25
1026	0.16
1027	-0.39
1028	-1.2
1029	-0.64
1030	-1.44
1031	-1.64
1032	-1.05
1033	-0.09
1034	0.23
1035	0.11
1036	0.18
1037	0.5
1038	1.03
1039	0.52
1040	-0.27
1041	-0.86
1042	-0.25
1043	-0.17
1044	0.03
1045	0.06
1046	0.04
1047	0.14
1048	0.2
1049	-0.2
1050	0.44
1051	-0.33
1052	-0.94
1053	-1.13
1054	-0.98
1055	-0.84
1056	-1.0
1057	-1.34
1058	-1.18
1059	-1.61
1060	0.22
1061	0.28
1062	0.36
1063	0.63
1064	-0.0
1065	0.25
1066	-0.19
1067	0.5
1068	0.55
1069	0.32
1070	-0.4
1071	-0.44
1072	-0.51
1073	-0.45
1074	-0.36
1075	-0.73
1076	-0.03
1077	0.1
1078	-0.08
1079	0.04
1080	0.13
1081	0.4
1082	-0.13
1083	-0.01
1084	0.4
1085	0.27
1086	-0.01
1087	0.48
1088	-0.11
1089	-0.06
1090	-0.28
1091	-0.49
1092	0.26
1093	0.81
1094	0.4
1095	0.12
1096	-0.17
1097	-0.38
1098	-0.69
1099	-1.08
1100	-1.27
1101	-1.52
1102	-1.01
1103	-0.34
1104	-1.06
1105	-1.0
1106	-0.46
1107	-0.93
1108	-0.4
1109	0.09
1110	-0.23
1111	0.37
1112	0.31
1113	0.35
1114	1.03
1115	0.97
1116	1.27
1117	1.11
1118	1.12
1119	1.63
1120	2.08
1121	0.86
1122	0.06
1123	-0.41
1124	0.41
1125	0.37
1126	-0.14
1127	-0.5
1128	-0.56
1129	-0.3
1130	-0.42
1131	-1.34
1132	-1.81
1133	-1.71
1134	-1.67
1135	-0.71
1136	0.3
1137	0.68
1138	1.54
1139	1.54
1140	2.34
1141	2.53
1142	1.82
1143	1.33
1144	0.83
1145	-0.86
1146	-1.63
1147	-1.35
1148	-0.91
1149	-1.07
1150	-0.65
1151	-0.52
1152	-0.13
1153	0.5
1154	0.63
1155	-0.06
1156	0.32
1157	0.5
1158	-0.29
1159	0.42
1160	0.07
1161	-0.73
1162	-0.1
1163	-0.02
1164	-0.37
1165	-0.54
1166	-0.46
1167	-0.27
1168	-0.36
1169	-0.67
1170	-0.78
1171	-0.47
1172	-0.47
1173	-0.53
1174	0.34
1175	0.26
1176	0.17
1177	0.58
1178	0.5
1179	1.23
1180	1.09
1181	0.22
1182	0.37
1183	0.8
1184	0.23
1185	-0.39
1186	-0.48
1187	-0.88
1188	-0.46
1189	-0.39
1190	-1.09
1191	-0.82
1192	0.09
1193	1.0
1194	0.38
1195	-0.11
1196	-0.69
1197	-1.36
1198	-0.95
1199	-1.71
1200	-1.82
1201	-1.87
1202	-1.31
1203	-0.32
1204	0.18
1205	-0.33
1206	0.5
1207	0.75
1208	0.77
1209	0.06
1210	-0.28
1211	-1.12
1212	-0.51
1213	-0.47
1214	-0.71
1215	-0.06
1216	0.25
1217	0.9
1218	1.43
1219	0.89
1220	0.43
1221	0.44
1222	0.15
1223	-0.65
1224	-1.27
1225	-1.49
1226	-0.72
1227	-0.24
1228	-0.35
1229	0.25
1230	0.76
1231	0.98
1232	0.99
1233	0.02
1234	0.43
1235	0.56
1236	-0.18
1237	-0.71
1238	-0.37
1239	-0.91
1240	-0.78
1241	-0.66
1242	-0.55
1243	-1.16
1244	-1.17
1245	-1.47
1246	-1.38
1247	-0.81
1248	-1.2
1249	-1.01
1250	-0.56
1251	-1.25
1252	-0.98
1253	-0.03
1254	-0.75
1255	-0.27
1256	0.7
1257	0.32
1258	0.26
1259	0.59
1260	-0.3
1261	0.35
1262	0.47
1263	-0.11
1264	0.96
1265	0.84
1266	0.42
1267	0.07
1268	-0.36
1269	-0.49
1270	-0.58
1271	-1.33
1272	-1.01
1273	-0.47
1274	-1.08
1275	-0.8
1276	-0.93
1277	-1.16
1278	-0.41
1279	-0.81
1280	-1.14
1281	-0.94
1282	-0.5
1283	0.7
1284	0.7
1285	0.61
1286	0.11
1287	0.05
1288	-0.81
1289	-1.05
1290	-0.81
1291	-0.95
1292	-0.55
1293	-0.09
1294	-0.27
1295	0.65
1296	0.66
1297	1.01
1298	1.71
1299	0.81
1300	0.46
1301	-0.29
