clusterID	value
0	7.412591539583068
1	6.8479988055037495
2	7.668792922728547
3	7.544590782324423
4	7.4035539461973325
5	7.479454430862065
6	7.4556509316678365
7	7.432207482563049
8	7.743556854521694
9	7.938938677228216
10	7.858621702294446
11	8.25947923030942
12	8.098309042381874
13	8.252368593880192
14	7.425055001467393
15	7.07024753686819
16	7.232081328222447
17	6.750240727830028
18	7.272752890678849
19	7.285143024920931
20	7.388438556700493
21	8.21456066207644
22	8.009143114479167
23	8.477981776873033
24	8.680558142121892
25	8.591086177908998
26	8.111866589860282
27	8.423645871320222
28	7.55237541243199
29	7.403896797894349
30	7.922781706133813
31	7.902413063357168
32	7.472488177837482
33	7.637633955117735
34	7.619068882705425
35	7.097238398905633
36	7.294144189901742
37	7.125882697275437
38	6.788646731256095
39	6.925585521386292
40	7.361917731654507
41	7.975773216954739
42	8.134232452844289
43	7.997672965242876
44	7.7077691467962115
45	7.627438325002525
46	7.839447116453141
47	8.206994227016997
48	7.97462081546156
49	7.9725782547077575
50	7.909932655976648
51	8.177503973443343
52	7.659500920089015
53	7.660325938062993
54	7.846193039916197
55	7.371769987337637
56	6.369352008379606
57	6.321821740885416
58	6.021371430937235
59	6.390119516517119
60	6.140854512166012
61	6.140280578254837
62	6.002251982021303
63	7.052531303410165
64	7.504021272653988
65	7.864582116555718
66	7.294628898674743
67	7.967673520541078
68	7.342440577393561
69	7.255214234688738
70	7.260911700614507
71	7.798126717609178
72	7.771544715372425
73	7.937651660942212
74	8.212006372030515
75	8.268606935364824
76	8.181292324478632
77	7.558697349823658
78	7.772714959964248
79	6.090399557172745
80	6.106649006599167
81	6.873511324843737
82	6.547601990228497
83	6.6708098400974265
84	6.10045087686943
85	6.349383755135582
86	7.711682268826802
87	7.822832010551716
88	7.696397100370309
89	7.490931701648452
90	7.147636384540854
91	7.780725283137458
92	7.781877432557442
93	7.764567190596933
94	7.811289460796354
95	8.105104619586081
96	8.018850638773381
97	7.9191944505748575
98	7.649113437866235
99	7.530118324307351
100	7.16608956302151
101	7.043344823547464
102	7.147629075974825
103	7.278619657657944
104	7.3371059129108165
105	7.522035061541418
106	7.932462348763086
107	8.112612126673396
108	7.740930024565972
109	7.227192475263717
110	6.707653083599258
111	7.076346882554985
112	7.107404892093323
113	6.963819101481393
114	7.0772267983458494
115	6.902517163920787
116	7.5349466753443926
117	7.122630667690239
118	7.18444093254066
119	7.133174716550027
120	7.0170070005754415
121	7.344813438737843
122	6.769766516828003
123	7.044078090650081
124	6.824603836717541
125	6.634648748954815
126	6.418123046521636
127	6.330481208485707
128	7.478078746624401
129	7.659221730537791
130	7.71811526513107
131	7.51220154452804
132	7.511384202091617
133	7.941244894163891
134	7.265158533615763
135	7.221573713086882
136	8.012162369695208
137	8.121288773226565
138	7.543120101199783
139	7.433575170168066
140	7.742557909556697
141	8.186905730801818
142	6.498630220710176
143	6.4087345411894265
144	6.752101047828341
145	6.8029550598628905
146	7.241148967118835
147	6.509834879467776
148	6.474380169776858
149	7.988671572458046
150	7.991767604118826
151	8.285179572504433
152	7.704245765234881
153	7.944175467413605
154	7.69997914347889
155	7.197093248693265
156	7.230816748399612
157	7.285200798110893
158	7.528358783157715
159	7.432244429299474
160	7.488833859248864
161	7.620962942399658
162	7.558605654019585
163	7.696126153752157
164	7.919908910601352
165	7.958442609364969
166	7.591285710661688
167	7.146926425851948
168	7.632117568343563
169	7.166526671461355
170	7.73258992564691
171	7.2506697135802
172	6.615568093386271
173	6.859366840691306
174	6.466158713472576
175	7.279645267204835
176	6.651027610288496
177	6.652748133740381
178	6.5099320610595885
179	7.52377200539717
180	7.443505798188561
181	7.785464225881288
182	7.043956222328133
183	7.54506320026682
184	8.022607520020362
185	8.112029088383814
186	7.889274876958668
187	7.2183419710858905
188	7.996764198024875
189	7.796117123434577
190	7.436618337336735
191	7.637494894544275
192	7.190325579639202
193	7.06013912034081
194	7.022921382337394
195	7.8919428099399695
196	7.069979258100181
197	7.043006356633674
198	7.672986321443894
199	7.69523921073915
200	7.506074256027071
201	7.077869483887438
202	6.3843148130508744
203	6.011638602771701
204	6.261024297513817
205	6.920037234804485
206	6.903254598804647
207	6.343866766177946
208	6.845098070465392
209	6.396419020108058
210	7.293566416179882
211	6.907258670650016
212	6.950689638560684
213	6.8121934554873125
214	7.1270054972650145
215	7.33639240288915
216	7.442471689029152
217	7.746374018763504
218	7.404557968457921
219	7.82395112775197
220	8.265906784084793
221	8.306693502553589
222	8.22071418394027
223	8.350671415629554
224	7.957383388399055
225	8.534685554717765
226	8.28418301615166
227	7.979079478747638
228	8.247215044001964
229	8.52126171619193
230	7.7384464404409545
231	7.568477729210848
232	7.766550265446079
233	7.632629631522757
234	7.46279422423283
235	7.301663396770001
236	7.168285886864938
237	7.011569420817244
238	7.172629964784841
239	7.60221940124028
240	7.426383500648919
241	8.072979199569124
242	7.11033680665712
243	7.520058463278836
244	7.6894144108005635
245	7.403656834611643
246	6.731225568690975
247	7.249040499468974
248	6.613771457274672
249	6.8131309322704645
250	6.315734496751838
251	6.045478046856148
252	6.236565302183351
253	7.110606181261975
254	7.012297319952688
255	7.8737113636850715
256	7.295297203339115
257	6.945828738082471
258	7.004246882964339
259	6.897244265818399
260	6.637954997223231
261	7.094641654291486
262	7.087355569494705
263	7.21667118121953
264	7.280953583471757
265	7.400259147842325
266	7.564120280390254
267	7.595171512307821
268	8.629560775808283
269	8.055803819794297
270	8.49695954768037
271	8.413837862004405
272	8.31346420524558
